Wall time,Step,Value
1593221536.1236484,1,9.53028678894043
1593221730.7544153,101,7.734949111938477
1593221891.4299695,201,6.895714282989502
1593222052.7788553,301,6.4297332763671875
1593222214.075216,401,6.322046279907227
1593222375.5819566,501,6.067917346954346
1593222536.6430235,601,5.715673446655273
1593222697.9824684,701,5.558140277862549
1593222859.1218646,801,5.284060478210449
1593223020.5706751,901,4.982527732849121
1593223181.0275354,1001,4.828647613525391
1593223342.4227993,1101,4.721103668212891
1593223502.9183471,1201,4.680943012237549
1593223664.2066271,1301,4.435287952423096
1593223826.224253,1401,4.416254997253418
1593223987.3846693,1501,4.2186102867126465
1593224147.8418617,1601,4.139501094818115
1593224308.5127409,1701,3.9163637161254883
1593224469.503663,1801,3.7091891765594482
1593224630.7435038,1901,3.772597551345825
1593224791.6668198,2001,3.522165060043335
1593224952.8742707,2101,3.3291432857513428
1593225114.086306,2201,3.253253698348999
1593225275.3570273,2301,3.2820587158203125
1593225436.16386,2401,3.1911067962646484
1593225597.3604212,2501,3.1280906200408936
1593225757.447094,2601,3.0485305786132812
1593225918.13098,2701,2.8343863487243652
1593226079.5646381,2801,3.0579745769500732
1593226239.9835815,2901,2.847350835800171
1593226401.3130963,3001,2.820296049118042
1593226561.2871103,3101,2.7113993167877197
1593226721.9520893,3201,2.6381020545959473
1593226882.928065,3301,2.8520307540893555
1593227043.6638591,3401,2.577918767929077
1593227204.0811398,3501,2.8182690143585205
1593227365.0132937,3601,2.38686203956604
1593227525.4763138,3701,2.6183860301971436
1593227686.5073147,3801,2.512065887451172
1593227847.3495033,3901,2.6153805255889893
1593228009.1181662,4001,2.4613640308380127
1593228190.2982187,4101,2.309075117111206
1593228350.0313096,4201,2.5001699924468994
1593228511.0985813,4301,2.473470687866211
1593228670.1862943,4401,2.497377634048462
1593228828.8871431,4501,2.4908459186553955
1593228987.7569702,4601,2.455810308456421
1593229147.1933486,4701,2.590090274810791
1593229306.3205383,4801,2.484102487564087
1593229465.4019346,4901,2.392578601837158
1593229624.2984874,5001,2.3438007831573486
1593229783.7199366,5101,2.419066905975342
1593229943.5240774,5201,2.2289860248565674
1593230102.8810492,5301,2.1541802883148193
1593230262.26944,5401,2.084091901779175
1593230421.6754146,5501,2.128923177719116
1593230580.319523,5601,2.202885389328003
1593230738.7211242,5701,2.2654168605804443
1593230897.7325838,5801,2.2525851726531982
1593231057.036241,5901,2.3935906887054443
1593231216.0040529,6001,2.2173871994018555
1593231375.0750403,6101,2.213239908218384
1593231534.1304383,6201,2.2109968662261963
1593231693.654356,6301,2.232686996459961
1593231853.1709497,6401,2.3218026161193848
1593232012.374509,6501,2.209890842437744
1593232171.2179666,6601,2.205260753631592
1593232330.3634295,6701,2.1595685482025146
1593232489.2911112,6801,2.0809359550476074
1593232648.8386142,6901,2.1478333473205566
1593232808.1998913,7001,2.056896686553955
1593232967.7637095,7101,2.1339828968048096
1593233126.4770584,7201,2.159438133239746
1593233285.9378324,7301,2.1868414878845215
1593233444.6110055,7401,2.0329787731170654
1593233604.4208965,7501,2.2219207286834717
1593233764.2354777,7601,2.2640156745910645
1593233923.7019749,7701,1.9920563697814941
1593234082.6746035,7801,2.0837454795837402
1593234241.979209,7901,1.9456640481948853
1593234401.2243645,8001,2.1319801807403564
1593234580.222949,8101,2.234185218811035
1593234739.031561,8201,2.1504979133605957
1593234897.9905546,8301,1.9837719202041626
1593235057.2860856,8401,2.0807952880859375
1593235216.5476844,8501,1.9937785863876343
1593235375.7955763,8601,1.9173461198806763
1593235533.8997092,8701,2.0722973346710205
1593235692.3026624,8801,2.0282559394836426
1593235850.4740148,8901,2.0221633911132812
1593236010.132922,9001,2.07722544670105
1593236169.8839388,9101,2.0352942943573
1593236328.9432242,9201,2.126222610473633
1593236488.0319772,9301,2.086265802383423
1593236647.0264452,9401,2.080930471420288
1593236805.5212998,9501,2.039792776107788
1593236964.8006516,9601,1.984171748161316
1593237123.9831479,9701,1.7483962774276733
1593237282.5714304,9801,1.8162434101104736
1593237442.4258924,9901,1.959140658378601
1593237601.6108537,10001,1.8719455003738403
1593237760.3776119,10101,1.9528957605361938
1593237919.339924,10201,2.0548083782196045
1593238078.0772355,10301,2.080656051635742
1593238240.3555136,10401,2.000598192214966
1593238399.218292,10501,1.8826582431793213
1593238557.9977548,10601,1.9939874410629272
1593238717.8817594,10701,2.043339967727661
1593238877.0145278,10801,2.053368091583252
1593239036.0645502,10901,1.8706728219985962
1593239195.8196533,11001,1.8820109367370605
1593239354.7783039,11101,1.8983949422836304
1593239513.9577475,11201,1.8880351781845093
1593239673.1926582,11301,1.9534181356430054
1593239831.7502763,11401,2.0262293815612793
1593239990.8681471,11501,1.9574854373931885
1593240150.8685973,11601,1.9547464847564697
1593240309.1646419,11701,1.9137852191925049
1593240468.7891672,11801,2.101499080657959
1593240627.6975803,11901,1.866628646850586
1593240787.2454398,12001,2.0537819862365723
1593240966.2930822,12101,1.8879923820495605
1593241126.2350206,12201,1.889850378036499
1593241284.9433043,12301,1.9926012754440308
1593241444.5096462,12401,1.8637003898620605
1593241604.3787775,12501,1.9132634401321411
1593241763.557599,12601,1.9653148651123047
1593241923.3300202,12701,1.9497889280319214
1593242083.0416424,12801,2.033034324645996
1593242242.3622224,12901,1.8792434930801392
1593242401.577021,13001,1.9374104738235474
1593242560.3370352,13101,1.9531556367874146
1593242719.5922422,13201,1.92903470993042
1593242879.7831142,13301,1.8428163528442383
1593243038.7921355,13401,1.8928956985473633
1593243198.0755868,13501,2.0141286849975586
1593243357.870735,13601,1.9754496812820435
1593243516.8964958,13701,1.926513433456421
1593243676.0938694,13801,1.7062939405441284
1593243835.0845175,13901,1.7390023469924927
1593243995.3059628,14001,1.9061212539672852
1593244154.2464564,14101,1.738492727279663
1593244314.039677,14201,1.5543309450149536
1593244473.5670907,14301,1.814893126487732
1593244632.9225829,14401,1.7124063968658447
1593244792.7478738,14501,1.8248200416564941
1593244952.0389786,14601,1.8086416721343994
1593245110.7828596,14701,1.785248041152954
1593245270.2803679,14801,1.9201960563659668
1593245429.8684824,14901,1.8259098529815674
1593245588.9460592,15001,1.9285944700241089
1593245748.088509,15101,1.796959638595581
1593245907.9737124,15201,1.7346023321151733
1593246066.588645,15301,1.8385785818099976
1593246225.8200772,15401,1.9276882410049438
1593246384.9694383,15501,1.8120988607406616
1593246543.8490098,15601,1.925588607788086
1593246703.1927037,15701,1.9457776546478271
1593246862.2885365,15801,1.8592500686645508
1593247022.4722748,15901,1.8062947988510132
1593247181.680978,16001,1.8791816234588623
1593247361.8880227,16101,1.8730523586273193
1593247521.6769536,16201,1.9353785514831543
1593247681.1339931,16301,1.7907357215881348
1593247839.6629734,16401,1.801695704460144
1593247998.8814094,16501,1.8367050886154175
1593248157.6873312,16601,2.0097784996032715
1593248316.7600691,16701,1.8315644264221191
1593248475.5059454,16801,1.94560968875885
1593248634.8294199,16901,1.7772135734558105
1593248794.6797717,17001,1.8577462434768677
1593248953.513989,17101,1.8323113918304443
1593249112.0668087,17201,1.7035222053527832
1593249271.1534934,17301,1.619050145149231
1593249429.9954355,17401,1.8126124143600464
1593249589.6802971,17501,1.8606746196746826
1593249749.0598714,17601,1.9082680940628052
1593249908.1919363,17701,1.7201228141784668
1593250067.5785635,17801,1.8278965950012207
1593250226.486524,17901,1.8356300592422485
1593250385.4154887,18001,1.9763638973236084
1593250544.1510234,18101,1.8139190673828125
1593250703.296511,18201,1.8795562982559204
1593250862.9499023,18301,1.727477788925171
1593251022.339811,18401,1.803388237953186
1593251181.9529397,18501,1.769136667251587
1593251340.9262135,18601,1.8039137125015259
1593251500.5971966,18701,1.696903109550476
1593251659.884418,18801,1.6231728792190552
1593251819.191187,18901,1.78128182888031
1593251978.1599693,19001,1.7695060968399048
1593252137.200894,19101,1.8964672088623047
1593252296.1509857,19201,1.8076903820037842
1593252456.122361,19301,1.8722813129425049
1593252616.3981397,19401,1.8715760707855225
1593252775.5917523,19501,1.7734352350234985
1593252934.2384102,19601,1.7270658016204834
1593253093.1539237,19701,1.6677156686782837
1593253253.12541,19801,1.6436233520507812
1593253412.648718,19901,1.8329988718032837
1593253571.3933475,20001,1.626027226448059
1593253750.766764,20101,1.7903355360031128
1593253910.3105223,20201,1.848926305770874
1593254070.2359877,20301,1.816519856452942
1593254229.4248033,20401,1.9326282739639282
1593254388.1749122,20501,1.7900547981262207
1593254547.2842722,20601,1.797719120979309
1593254706.502552,20701,1.7164853811264038
1593254865.5573933,20801,1.8632899522781372
1593255025.1583993,20901,1.808638334274292
1593255184.1005416,21001,1.74258553981781
1593255343.2160194,21101,1.6141002178192139
1593255502.5085988,21201,1.8629101514816284
1593255662.5076766,21301,1.60719895362854
1593255822.0573668,21401,1.7761893272399902
1593255981.0998416,21501,1.6970140933990479
1593256140.6233077,21601,1.8373523950576782
1593256299.2891724,21701,1.7499170303344727
1593256457.938921,21801,1.7197306156158447
1593256618.6617713,21901,1.8276582956314087
1593256777.9947672,22001,1.7404468059539795
1593256937.9786866,22101,1.6455235481262207
1593257097.9619267,22201,1.681153416633606
1593257257.4760997,22301,1.748847246170044
1593257416.7782266,22401,2.0260403156280518
1593257575.9163756,22501,1.913419246673584
1593257735.492013,22601,1.7944432497024536
1593257894.6442778,22701,1.6523215770721436
1593258054.2518957,22801,1.7981828451156616
1593258214.1941683,22901,1.6741423606872559
