Wall time,Step,Value
1593221730.753755,101,0.513793408870697
1593221891.4293556,201,0.622372031211853
1593222052.7773771,301,0.6197782754898071
1593222214.074704,401,0.6199730634689331
1593222375.5812583,501,0.6191699504852295
1593222536.6420481,601,0.6208838224411011
1593222697.9818645,701,0.6198095679283142
1593222859.1213279,801,0.6205804347991943
1593223020.569758,901,0.6193929314613342
1593223181.0269704,1001,0.6232191324234009
1593223342.4222696,1101,0.6195966601371765
1593223502.9174016,1201,0.6230719089508057
1593223664.2059546,1301,0.620006799697876
1593223826.2236161,1401,0.6172166466712952
1593223987.3840492,1501,0.6204996705055237
1593224147.8412378,1601,0.6232191920280457
1593224308.5119689,1701,0.6223909854888916
1593224469.5028543,1801,0.6211531162261963
1593224630.74296,1901,0.6201931238174438
1593224791.6658077,2001,0.621415913105011
1593224952.8734467,2101,0.6203178763389587
1593225114.0854743,2201,0.6203010678291321
1593225275.3559473,2301,0.6200763583183289
1593225436.1628263,2401,0.6218640208244324
1593225597.3596754,2501,0.620359480381012
1593225757.4463801,2601,0.6246614456176758
1593225918.1302931,2701,0.6223399043083191
1593226079.5640745,2801,0.6194489598274231
1593226239.983008,2901,0.6233678460121155
1593226401.3124669,3001,0.6198496222496033
1593226561.2841988,3101,0.625110387802124
1593226721.9513633,3201,0.6224046945571899
1593226882.9271746,3301,0.6212114095687866
1593227043.6633017,3401,0.6221376061439514
1593227204.080395,3501,0.6233749389648438
1593227365.012608,3601,0.6213797926902771
1593227525.4758205,3701,0.6231957077980042
1593227686.5067582,3801,0.6209986209869385
1593227847.3487842,3901,0.6217280626296997
1593228009.1175845,4001,0.6181661486625671
1593228190.2975194,4101,0.5519375801086426
1593228350.0305998,4201,0.6260442733764648
1593228511.0979831,4301,0.6208581924438477
1593228670.1857672,4401,0.6285838484764099
1593228828.886542,4501,0.6301166415214539
1593228987.756284,4601,0.6294467449188232
1593229147.1918144,4701,0.6272125840187073
1593229306.3199558,4801,0.6284242272377014
1593229465.401391,4901,0.6286088824272156
1593229624.2978747,5001,0.6293405294418335
1593229783.7192307,5101,0.6272686123847961
1593229943.523543,5201,0.625765323638916
1593230102.8802998,5301,0.627522885799408
1593230262.2688475,5401,0.6273975372314453
1593230421.6745663,5501,0.6273301243782043
1593230580.3189812,5601,0.6303405165672302
1593230738.7203476,5701,0.6313076615333557
1593230897.731985,5801,0.6288847327232361
1593231057.0353909,5901,0.6277329921722412
1593231216.00321,6001,0.6290581226348877
1593231375.0742564,6101,0.628649890422821
1593231534.1299071,6201,0.6287108063697815
1593231693.6538453,6301,0.6268650889396667
1593231853.1700954,6401,0.6268956065177917
1593232012.37393,6501,0.6281253695487976
1593232171.217288,6601,0.629551112651825
1593232330.36209,6701,0.6283584833145142
1593232489.2905538,6801,0.6292139291763306
1593232648.8377874,6901,0.6267736554145813
1593232808.1993716,7001,0.6275037527084351
1593232967.7631247,7101,0.6267088055610657
1593233126.4765651,7201,0.6300663352012634
1593233285.937289,7301,0.6271136999130249
1593233444.6104841,7401,0.6302261352539062
1593233604.4200635,7501,0.6257447004318237
1593233764.2348497,7601,0.6257243752479553
1593233923.7013316,7701,0.6270910501480103
1593234082.6740038,7801,0.6290388703346252
1593234241.97868,7901,0.6277279257774353
1593234401.2238073,8001,0.6279627680778503
1593234580.22227,8101,0.5586639642715454
1593234739.0309372,8201,0.629688560962677
1593234897.990013,8301,0.629092812538147
1593235057.2855084,8401,0.6277640461921692
1593235216.5470533,8501,0.6278980374336243
1593235375.7948284,8601,0.6279522776603699
1593235533.8990757,8701,0.6324940323829651
1593235692.3020644,8801,0.63130122423172
1593235850.472045,8901,0.6322312355041504
1593236010.1320922,9001,0.6263307332992554
1593236169.8830326,9101,0.6259744167327881
1593236328.9420552,9201,0.6286974549293518
1593236488.0313358,9301,0.6285778284072876
1593236647.0258563,9401,0.6289525032043457
1593236805.5205634,9501,0.6309359073638916
1593236964.8000715,9601,0.6278271079063416
1593237123.9825177,9701,0.6282100081443787
