Wall time,Step,Value
1593221536.1236484,1,16384.0
1593221730.7544153,101,16384.0
1593221891.4299695,201,16384.0
1593222052.7788553,301,16384.0
1593222214.075216,401,16384.0
1593222375.5819566,501,16384.0
1593222536.6430235,601,16384.0
1593222697.9824684,701,16384.0
1593222859.1218646,801,16384.0
1593223020.5706751,901,16384.0
1593223181.0275354,1001,16384.0
1593223342.4227993,1101,16384.0
1593223502.9183471,1201,16384.0
1593223664.2066271,1301,16384.0
1593223826.224253,1401,16384.0
1593223987.3846693,1501,16384.0
1593224147.8418617,1601,16384.0
1593224308.5127409,1701,16384.0
1593224469.503663,1801,16384.0
1593224630.7435038,1901,16384.0
1593224791.6668198,2001,16384.0
1593224952.8742707,2101,16384.0
1593225114.086306,2201,16384.0
1593225275.3570273,2301,16384.0
1593225436.16386,2401,16384.0
1593225597.3604212,2501,16384.0
1593225757.447094,2601,16384.0
1593225918.13098,2701,16384.0
1593226079.5646381,2801,16384.0
1593226239.9835815,2901,16384.0
1593226401.3130963,3001,16384.0
1593226561.2871103,3101,16384.0
1593226721.9520893,3201,16384.0
1593226882.928065,3301,16384.0
1593227043.6638591,3401,16384.0
1593227204.0811398,3501,16384.0
1593227365.0132937,3601,16384.0
1593227525.4763138,3701,16384.0
1593227686.5073147,3801,16384.0
1593227847.3495033,3901,16384.0
1593228009.1181662,4001,16384.0
1593228190.2982187,4101,16384.0
1593228350.0313096,4201,16384.0
1593228511.0985813,4301,16384.0
1593228670.1862943,4401,16384.0
1593228828.8871431,4501,16384.0
1593228987.7569702,4601,16384.0
1593229147.1933486,4701,16384.0
1593229306.3205383,4801,16384.0
1593229465.4019346,4901,16384.0
1593229624.2984874,5001,16384.0
1593229783.7199366,5101,16384.0
1593229943.5240774,5201,16384.0
1593230102.8810492,5301,16384.0
1593230262.26944,5401,16384.0
1593230421.6754146,5501,16384.0
1593230580.319523,5601,16384.0
1593230738.7211242,5701,16384.0
1593230897.7325838,5801,16384.0
1593231057.036241,5901,16384.0
1593231216.0040529,6001,16384.0
1593231375.0750403,6101,16384.0
1593231534.1304383,6201,16384.0
1593231693.654356,6301,16384.0
1593231853.1709497,6401,16384.0
1593232012.374509,6501,16384.0
1593232171.2179666,6601,16384.0
1593232330.3634295,6701,16384.0
1593232489.2911112,6801,16384.0
1593232648.8386142,6901,16384.0
1593232808.1998913,7001,16384.0
1593232967.7637095,7101,16384.0
1593233126.4770584,7201,16384.0
1593233285.9378324,7301,16384.0
1593233444.6110055,7401,16384.0
1593233604.4208965,7501,16384.0
1593233764.2354777,7601,16384.0
1593233923.7019749,7701,16384.0
1593234082.6746035,7801,16384.0
1593234241.979209,7901,16384.0
1593234401.2243645,8001,16384.0
1593234580.222949,8101,16384.0
1593234739.031561,8201,16384.0
1593234897.9905546,8301,16384.0
1593235057.2860856,8401,16384.0
1593235216.5476844,8501,16384.0
1593235375.7955763,8601,16384.0
1593235533.8997092,8701,16384.0
1593235692.3026624,8801,16384.0
1593235850.4740148,8901,16384.0
1593236010.132922,9001,16384.0
1593236169.8839388,9101,16384.0
1593236328.9432242,9201,16384.0
1593236488.0319772,9301,16384.0
1593236647.0264452,9401,16384.0
1593236805.5212998,9501,16384.0
1593236964.8006516,9601,16384.0
1593237123.9831479,9701,16384.0
1593237282.5714304,9801,16384.0
1593237442.4258924,9901,16384.0
1593237601.6108537,10001,16384.0
1593237760.3776119,10101,16384.0
1593237919.339924,10201,16384.0
1593238078.0772355,10301,16384.0
1593238240.3555136,10401,16384.0
1593238399.218292,10501,16384.0
1593238557.9977548,10601,16384.0
1593238717.8817594,10701,16384.0
1593238877.0145278,10801,16384.0
1593239036.0645502,10901,16384.0
1593239195.8196533,11001,16384.0
1593239354.7783039,11101,16384.0
1593239513.9577475,11201,16384.0
1593239673.1926582,11301,16384.0
1593239831.7502763,11401,16384.0
1593239990.8681471,11501,16384.0
1593240150.8685973,11601,16384.0
1593240309.1646419,11701,16384.0
1593240468.7891672,11801,16384.0
1593240627.6975803,11901,16384.0
1593240787.2454398,12001,16384.0
1593240966.2930822,12101,16384.0
1593241126.2350206,12201,16384.0
1593241284.9433043,12301,16384.0
1593241444.5096462,12401,16384.0
1593241604.3787775,12501,16384.0
1593241763.557599,12601,16384.0
1593241923.3300202,12701,16384.0
1593242083.0416424,12801,16384.0
1593242242.3622224,12901,16384.0
1593242401.577021,13001,16384.0
1593242560.3370352,13101,16384.0
1593242719.5922422,13201,16384.0
1593242879.7831142,13301,16384.0
1593243038.7921355,13401,16384.0
1593243198.0755868,13501,16384.0
1593243357.870735,13601,16384.0
1593243516.8964958,13701,16384.0
1593243676.0938694,13801,16384.0
1593243835.0845175,13901,16384.0
1593243995.3059628,14001,16384.0
1593244154.2464564,14101,16384.0
1593244314.039677,14201,16384.0
1593244473.5670907,14301,16384.0
1593244632.9225829,14401,16384.0
1593244792.7478738,14501,16384.0
1593244952.0389786,14601,16384.0
1593245110.7828596,14701,16384.0
1593245270.2803679,14801,16384.0
1593245429.8684824,14901,16384.0
1593245588.9460592,15001,16384.0
1593245748.088509,15101,16384.0
1593245907.9737124,15201,16384.0
1593246066.588645,15301,16384.0
1593246225.8200772,15401,16384.0
1593246384.9694383,15501,16384.0
1593246543.8490098,15601,16384.0
1593246703.1927037,15701,16384.0
1593246862.2885365,15801,16384.0
1593247022.4722748,15901,16384.0
1593247181.680978,16001,16384.0
1593247361.8880227,16101,16384.0
1593247521.6769536,16201,16384.0
1593247681.1339931,16301,16384.0
1593247839.6629734,16401,16384.0
1593247998.8814094,16501,16384.0
1593248157.6873312,16601,16384.0
1593248316.7600691,16701,16384.0
1593248475.5059454,16801,16384.0
1593248634.8294199,16901,16384.0
1593248794.6797717,17001,16384.0
1593248953.513989,17101,16384.0
1593249112.0668087,17201,16384.0
1593249271.1534934,17301,16384.0
1593249429.9954355,17401,16384.0
1593249589.6802971,17501,16384.0
1593249749.0598714,17601,16384.0
1593249908.1919363,17701,16384.0
1593250067.5785635,17801,16384.0
1593250226.486524,17901,16384.0
1593250385.4154887,18001,16384.0
