Wall time,Step,Value
1593250544.1510234,18101,16384.0
1593250703.296511,18201,16384.0
1593250862.9499023,18301,16384.0
1593251022.339811,18401,16384.0
1593251181.9529397,18501,16384.0
1593251340.9262135,18601,16384.0
1593251500.5971966,18701,16384.0
1593251659.884418,18801,16384.0
1593251819.191187,18901,16384.0
1593251978.1599693,19001,16384.0
1593252137.200894,19101,16384.0
1593252296.1509857,19201,16384.0
1593252456.122361,19301,16384.0
1593252616.3981397,19401,16384.0
1593252775.5917523,19501,16384.0
1593252934.2384102,19601,16384.0
1593253093.1539237,19701,16384.0
1593253253.12541,19801,16384.0
1593253412.648718,19901,16384.0
1593253571.3933475,20001,16384.0
1593253750.766764,20101,16384.0
1593253910.3105223,20201,16384.0
1593254070.2359877,20301,16384.0
1593254229.4248033,20401,16384.0
1593254388.1749122,20501,16384.0
1593254547.2842722,20601,16384.0
1593254706.502552,20701,16384.0
1593254865.5573933,20801,16384.0
1593255025.1583993,20901,16384.0
1593255184.1005416,21001,16384.0
1593255343.2160194,21101,16384.0
1593255502.5085988,21201,16384.0
1593255662.5076766,21301,16384.0
1593255822.0573668,21401,16384.0
1593255981.0998416,21501,16384.0
1593256140.6233077,21601,16384.0
1593256299.2891724,21701,16384.0
1593256457.938921,21801,16384.0
1593256618.6617713,21901,16384.0
1593256777.9947672,22001,16384.0
1593256937.9786866,22101,16384.0
1593257097.9619267,22201,16384.0
1593257257.4760997,22301,16384.0
1593257416.7782266,22401,16384.0
1593257575.9163756,22501,16384.0
1593257735.492013,22601,16384.0
1593257894.6442778,22701,16384.0
1593258054.2518957,22801,16384.0
1593258214.1941683,22901,16384.0
